classificacao_acidente,fase_dia,condicao_metereologica,tracado_via,tipo_veiculo,idade,km
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5857","0,1785"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3143","0,1785"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3143","0,1785"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,"0,3571","0,5697"
Sem Vítimas,Pleno dia,Chuva,Curva,Automóvel,"0,3","0,2085"
Com Vítimas Feridas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,6143","0,7788"
Com Vítimas Feridas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,7143","0,7788"
Com Vítimas Feridas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,0714","0,7788"
Com Vítimas Feridas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,0429","0,7788"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,3429","0,7081"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,2714","0,7081"
Sem Vítimas,Pleno dia,Chuva,Curva,Automóvel,"0,2286","0,8697"
Sem Vítimas,Pleno dia,Chuva,Curva,Automóvel,"0,1429","0,8697"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,6714","0,0172"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,2571","0,0172"
Sem Vítimas,Plena Noite,Ignorado,Retorno Regulamentado,Automóvel,"0,3714","0,6921"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Motocicleta,"0,5571","0,6181"
Sem Vítimas,Plena Noite,Chuva,Reta,Automóvel,"0,3","0,6569"
Sem Vítimas,Plena Noite,Chuva,Reta,Automóvel,"0,4714","0,6569"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,7893"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,2","0,4436"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,2571","0,4436"
Com Vítimas Feridas,Pleno dia,Nublado,Retorno Regulamentado,Caminhonete,"0,8286","0,6344"
Com Vítimas Feridas,Pleno dia,Nublado,Retorno Regulamentado,Automóvel,"0,4714","0,6344"
Com Vítimas Feridas,Pleno dia,Chuva,Retorno Regulamentado,Automóvel,"0,4286","0,678"
Com Vítimas Feridas,Pleno dia,Chuva,Retorno Regulamentado,Automóvel,"0,3","0,678"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5571","0,1694"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,5429","0,1694"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,0857","0,1694"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,7571","0,1694"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Motocicleta,"0,5714","0,6268"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1571","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2","0,6991"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,6082"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Automóvel,"0,1143","0,2654"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Automóvel,"0,2","0,2654"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Automóvel,"0,2429","0,2654"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3286","0,5787"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6","0,5787"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,7286","0,3109"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,7143","0,3109"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Micro-ônibus,"0,4143","0,1821"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,2571","0,1821"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,3714","0,1821"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1143","0,1821"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,2","0,666"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,0429","0,6675"
Com Vítimas Feridas,Pleno dia,Céu Claro,Viaduto,Motocicleta,"0,2857","0,5718"
Com Vítimas Feridas,Pleno dia,Nublado,Em Obras,Automóvel,"0,5429","0,8044"
Com Vítimas Feridas,Pleno dia,Nublado,Em Obras,Automóvel,"0,2857","0,8044"
Com Vítimas Feridas,Pleno dia,Nublado,Em Obras,Automóvel,"0,6571","0,8044"
Com Vítimas Feridas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,4143","0,2212"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,6046"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5286","0,6046"
Com Vítimas Feridas,Pleno dia,Céu Claro,Retorno Regulamentado,Automóvel,"0,4286","0,6238"
Com Vítimas Feridas,Pleno dia,Céu Claro,Retorno Regulamentado,Motocicleta,"0,5571","0,6238"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1857","0,6124"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,2571","0,0791"
Com Vítimas Fatais,Anoitecer,Chuva,Reta,Automóvel,"0,1286","0,7653"
Com Vítimas Fatais,Anoitecer,Chuva,Reta,Automóvel,"0,3143","0,7653"
Com Vítimas Fatais,Anoitecer,Chuva,Reta,Automóvel,"0,3857","0,7653"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,4429","0,1517"
Sem Vítimas,Pleno dia,Nublado,Reta,Automóvel,"0,4","0,6178"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,2571","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6571","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,8857","0,8044"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,3286","0,9696"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Camioneta,"0,2143","0,5775"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2714","0,5775"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,4857","0,6268"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,3714","0,6268"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,6","0,7352"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,6429","0,7352"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,4429","0,8525"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,1714","0,5546"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1714","0,0611"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,0714","0,0611"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1429","0,0611"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,0286","0,0611"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Caminhonete,"0,5286","0,0611"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,5714","0,0671"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Caminhonete,"0,1429","0,0671"
Com Vítimas Fatais,Pleno dia,Chuva,Curva,Caminhonete,"0,5714","0,1721"
Com Vítimas Fatais,Pleno dia,Chuva,Curva,Caminhonete,"0,4857","0,1721"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Micro-ônibus,"0,3571","0,5817"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,5","0,5817"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,3286","0,5697"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,5286","0,5697"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Automóvel,"0,1857","0,1544"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,6571","0,1544"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,3143","0,1544"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,5143","0,7021"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,5857","0,7021"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,3857","0,6073"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,4857","0,7021"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,3857","0,7021"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,0,"0,7021"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Motocicleta,"0,0857","0,5787"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5286","0,6028"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,3714","0,6202"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Motocicleta,"0,2857","0,6202"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,3857","0,6202"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1571","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Camioneta,"0,1857","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2857","0,8887"
Com Vítimas Fatais,Pleno dia,Chuva,Declive,Automóvel,"0,2571","0,9353"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0857","0,5817"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,8143","0,5817"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,"0,4143","0,5856"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1","0,028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3571","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1571","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0714","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,1286","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Motoneta,"0,3286","0,5787"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2857","0,1122"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,4","0,6299"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,7143","0,6299"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,4857","0,5627"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,6359"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1714","0,6037"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5143","0,523"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5286","0,523"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6571","0,523"
Com Vítimas Fatais,Plena Noite,Chuva,Reta,Caminhonete,"0,4857","0,8733"
Com Vítimas Feridas,Anoitecer,Céu Claro,Interseção de Vias,Caminhonete,"0,6286","0,7075"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motocicleta,"0,1","0,6112"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motoneta,"0,0857","0,6112"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2429","0,1544"
Com Vítimas Feridas,Amanhecer,Céu Claro,Rotatória,Automóvel,"0,5857","0,1664"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motoneta,"0,2571","0,0731"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motoneta,"0,2","0,0731"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Caminhonete,"0,5571","0,6329"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Motocicleta,"0,1571","0,6329"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Motocicleta,"0,6571","0,6329"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Utilitário,"0,7143","0,8586"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2143","0,5636"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,1","0,4132"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,2","0,4132"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,4429","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,0571","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,3286","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,3143","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,2143","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,2571","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,1","0,5943"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,1143","0,5943"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,2429","0,5847"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,2143","0,5847"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Automóvel,"0,5","0,6274"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,2857","0,6274"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,2429","0,6274"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhonete,"0,1857","0,1724"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5429","0,1724"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1857","0,2236"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,5571","0,2236"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,8143","0,2236"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1857","0,2236"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,5714","0,2236"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,8857","0,9789"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1","0,5865"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,7857","0,3157"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Motocicleta,"0,4714","0,3157"
Com Vítimas Feridas,Pleno dia,Céu Claro,Interseção de Vias,Motocicleta,"0,3857","0,3157"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Motocicleta,"0,5857","0,6208"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,6571","0,7487"
Sem Vítimas,Pleno dia,Céu Claro,Viaduto,Automóvel,"0,5143","0,6199"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3857","0,6419"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3857","0,6419"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2429","0,6419"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2857","0,4794"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,1857","0,7006"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5143","0,5396"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,0143","0,5396"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,4571","0,5396"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6714","0,6136"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2857","0,6136"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2571","0,8525"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3571","0,8525"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0429","0,5952"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,0714","0,1393"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,1286","0,1393"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,5143","0,666"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,2286","0,666"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,1571","0,666"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Motocicleta,"0,5857","0,6148"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0857","0,5727"
Com Vítimas Feridas,Amanhecer,Céu Claro,Viaduto,Automóvel,"0,1571","0,5667"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,3429","0,2898"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,2714","0,2898"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Motocicleta,"0,6571","0,5998"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,1429","0,1297"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,0714","0,1297"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,1286","0,1297"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,1429","0,1297"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,0857","0,1297"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Automóvel,"0,4429","0,2046"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Automóvel,"0,2286","0,2046"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Automóvel,"0,2143","0,2046"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1143","0,6199"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,2571","0,6199"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motocicleta,"0,0857","0,6148"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motocicleta,"0,0571","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,7","0,5113"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,6286","0,5113"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2","0,6753"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,6","0,6115"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0857","0,0867"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0714","0,0867"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,9143","0,0867"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhonete,"0,4714","0,8772"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,7714","0,8772"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,4","0,8772"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,4714","0,8772"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Automóvel,"0,3143","0,5907"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Automóvel,"0,5429","0,5907"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Automóvel,"0,0714","0,5907"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Motocicleta,"0,2143","0,5907"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,1143","0,4102"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Motocicleta,"0,3571","0,6214"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Motocicleta,"0,2143","0,6214"
Com Vítimas Feridas,Plena Noite,Céu Claro,Viaduto,Motocicleta,"0,0857","0,5636"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,3571","0,5095"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,5857","0,5095"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,6571","0,5095"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5286","0,5757"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,7857","0,5757"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Automóvel,"0,3429","0,7562"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Motocicleta,"0,4714","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,3","0,6148"
Com Vítimas Feridas,Pleno dia,Sol,Viaduto,Automóvel,"0,7","0,6178"
Com Vítimas Feridas,Pleno dia,Sol,Viaduto,Motocicleta,"0,2571","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2286",1
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Bicicleta,"0,3857","0,5636"
Sem Vítimas,Plena Noite,Céu Claro,Em Obras,Automóvel,"0,2143","0,6088"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,6857","0,8128"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3714","0,8128"
Com Vítimas Feridas,Pleno dia,Céu Claro,Rotatória,Motocicleta,"0,4286","0,6154"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Motocicleta,"0,0714","0,6157"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3571","0,3569"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3714","0,3569"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,3286","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Micro-ônibus,"0,2429","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Micro-ônibus,"0,0143","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Micro-ônibus,"0,0429","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Micro-ônibus,"0,1","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Micro-ônibus,"0,0571","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Micro-ônibus,"0,1143","0,4827"
Com Vítimas Fatais,Pleno dia,Céu Claro,Interseção de Vias,Automóvel,"0,7","0,4827"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,3","0,6602"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,6286","0,6602"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,2714","0,6208"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1857","0,6232"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,7857","0,6232"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1429","0,6232"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,0714","0,6232"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Caminhonete,"0,1714","0,5035"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,2","0,5035"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,3286","0,5035"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhonete,"0,5714","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhonete,"0,2857","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,3286","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,7143","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,6143","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,0857","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhonete,"0,1714","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Caminhonete,"0,6857","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,5429","0,5299"
Com Vítimas Fatais,Plena Noite,Céu Claro,Curva,Automóvel,"0,0714","0,5299"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,1714","0,7021"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,1429","0,7021"
Com Vítimas Feridas,Pleno dia,Nublado,Curva,Motocicleta,"0,1857","0,6148"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3286","0,186"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1429","0,186"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,4243"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4143","0,4243"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,0429","0,4243"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1","0,4243"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4571","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,5429","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,4714","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,7286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,7429","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,7714","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,3857","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,9286","0,2808"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Ônibus,"0,0571","0,2808"
